Sale_ID,Product,Price,Quantity,Sale_Date,Store_Location,Customer_Age,Payment_Method,Sales,Cost,Profit,Region
2156,Mouse,999.76,68,2022-02-02,Store_A,47,Online Payment,67983.68,64584.496,3399.183999999994,Islamabd
2157,Monitor,1847.45,55,2024-08-22,Store_D,27,Online Payment,101609.75,96529.26250000001,5080.487499999988,Islamabd
2158,Keyboard,1557.45,73,2024-09-23,Store_D,37,Online Payment,113693.85,108009.1575,5684.692500000005,Islamabd
2159,Tablet,1295.32,29,2023-05-27,Store_D,19,Cash,37564.28,35686.066,1878.214,Hyderabad
2160,Smartphone,1967.16,35,2023-12-04,Store_B,73,Credit Card,68850.6,65408.07000000001,3442.529999999999,Hyderabad
2161,Smartphone,867.36,50,2024-01-25,Store_D,22,Cash,43368.0,41199.6,2168.4000000000015,Hyderabad
2162,Keyboard,634.07,53,2023-02-06,Store_C,16,Debit Card,33605.71,31925.424500000005,1680.2854999999945,Karachi
2163,Laptop,2107.5,4,2022-03-09,Store_A,43,Online Payment,8430.0,8008.5,421.5,Islamabd
2164,Headphones,347.9,9,2022-12-26,Store_E,29,Cash,3131.1,2974.545,156.55499999999984,Sukkur
2165,Printer,1899.03,51,2022-05-30,Store_E,68,Online Payment,96850.53,92008.0035,4842.526499999993,Sukkur
2166,Monitor,454.93,63,2023-10-26,Store_C,64,Online Payment,28660.59,27227.5605,1433.0295000000006,Islamabd
2167,Monitor,1405.55,12,2022-11-26,Store_C,45,Debit Card,16866.6,16023.27,843.3299999999981,Lahore
2168,Printer,1743.95,9,2023-05-01,Store_E,66,Online Payment,15695.550000000001,14910.772500000001,784.7775000000001,Sukkur
2169,Laptop,1229.86,70,2022-08-08,Store_D,64,Online Payment,86090.2,81785.69,4304.509999999995,Sukkur
2170,Keyboard,1047.56,59,2024-02-21,Store_B,69,Credit Card,61806.03999999999,58715.738,3090.301999999996,Karachi
2171,Mouse,2268.73,72,2024-06-12,Store_A,76,Online Payment,163348.56,155181.132,8167.427999999985,Sukkur
2172,Keyboard,813.29,67,2024-04-01,Store_B,26,Debit Card,54490.43,51765.9085,2724.5215000000026,Hyderabad
2173,Laptop,702.46,17,2022-10-17,Store_D,49,Debit Card,11941.82,11344.729,597.0910000000003,Sukkur
2174,Mouse,1922.08,39,2022-09-20,Store_D,66,Credit Card,74961.12,71213.064,3748.055999999997,Islamabd
2175,Keyboard,1128.0,37,2023-02-14,Store_B,57,Mobile Payment,41736.0,39649.2,2086.800000000003,Hyderabad
2176,Mouse,2425.63,34,2023-10-28,Store_B,56,Mobile Payment,82471.42,78347.849,4123.570999999996,Islamabd
2177,Printer,793.76,38,2022-07-30,Store_E,65,Cash,30162.88,28654.736,1508.1440000000002,Karachi
2178,Printer,2338.1,33,2024-10-01,Store_B,22,Online Payment,77157.3,73299.435,3857.8650000000052,Islamabd
2179,Printer,941.23,53,2022-06-05,Store_E,16,Cash,49885.19,47390.9305,2494.2595,Karachi
2180,Tablet,825.33,62,2024-02-26,Store_C,25,Mobile Payment,51170.46,48611.937,2558.523000000001,Islamabd
2181,Laptop,50.36,6,2022-07-10,Store_C,38,Online Payment,302.15999999999997,287.052,15.107999999999947,Lahore
2182,Tablet,1822.02,54,2022-01-29,Store_E,58,Mobile Payment,98389.08,93469.62599999999,4919.4540000000125,Sukkur
2183,Headphones,496.49,46,2022-07-29,Store_C,37,Online Payment,22838.54,21696.613,1141.9269999999997,Sukkur
2184,Printer,2357.28,19,2022-08-21,Store_E,49,Mobile Payment,44788.32000000001,42548.904,2239.4160000000047,Hyderabad
2185,Keyboard,1736.41,30,2022-07-29,Store_C,52,Online Payment,52092.3,49487.685,2604.6150000000052,Karachi
2186,Smartphone,357.97,34,2022-05-20,Store_C,33,Debit Card,12170.980000000001,11562.431,608.5490000000009,Islamabd
2187,Smartphone,71.78,8,2022-10-07,Store_A,34,Credit Card,574.24,545.528,28.71199999999999,Islamabd
2188,Laptop,1004.82,52,2024-09-12,Store_A,21,Online Payment,52250.64,49638.108,2612.5319999999992,Lahore
2189,Monitor,1553.71,20,2022-05-27,Store_B,44,Debit Card,31074.2,29520.489999999998,1553.7100000000028,Karachi
2190,Mouse,1628.96,63,2022-11-06,Store_A,25,Debit Card,102624.48,97493.256,5131.224000000002,Sukkur
2191,Keyboard,1006.84,74,2022-03-15,Store_C,46,Cash,74506.16,70780.852,3725.3080000000045,Hyderabad
2192,Tablet,941.57,45,2023-10-26,Store_D,30,Mobile Payment,42370.65,40252.11750000001,2118.532499999994,Karachi
2193,Printer,1942.93,65,2023-06-06,Store_C,38,Cash,126290.45,119975.9275,6314.522499999992,Karachi
2194,Keyboard,957.18,25,2022-05-13,Store_D,77,Credit Card,23929.5,22733.024999999998,1196.4750000000022,Karachi
2195,Smartphone,1593.72,34,2024-09-07,Store_B,30,Mobile Payment,54186.48,51477.156,2709.3240000000005,Hyderabad
2196,Printer,2181.4,23,2022-07-22,Store_A,71,Debit Card,50172.200000000004,47663.59,2508.610000000008,Karachi
2197,Mouse,1985.75,67,2024-03-18,Store_D,27,Mobile Payment,133045.25,126392.9875,6652.262499999997,Hyderabad
2198,Keyboard,1583.62,20,2024-02-17,Store_B,44,Online Payment,31672.399999999998,30088.78,1583.619999999999,Hyderabad
2199,Smartphone,898.42,74,2022-04-04,Store_B,69,Credit Card,66483.08,63158.92599999999,3324.1540000000095,Islamabd
2200,Mouse,1140.76,4,2024-02-22,Store_E,17,Credit Card,4563.04,4334.888,228.15200000000004,Hyderabad
2201,Laptop,40.0,63,2023-10-07,Store_D,74,Cash,2520.0,2394.0,126.0,Sukkur
2202,Printer,1571.27,24,2024-06-14,Store_A,59,Debit Card,37710.479999999996,35824.956,1885.5239999999976,Hyderabad
2203,Tablet,1159.36,74,2023-09-19,Store_C,67,Online Payment,85792.64,81503.00799999999,4289.632000000012,Hyderabad
2204,Laptop,2379.73,48,2022-01-03,Store_C,32,Mobile Payment,114227.04000000001,108515.688,5711.3520000000135,Lahore
2205,Smartphone,310.83,43,2022-11-05,Store_B,55,Cash,13365.689999999999,12697.4055,668.2844999999979,Sukkur
2206,Tablet,1874.04,34,2022-08-08,Store_A,50,Mobile Payment,63717.36,60531.492,3185.868000000002,Lahore
2207,Printer,150.63,63,2022-03-27,Store_C,35,Debit Card,9489.69,9015.2055,474.4845000000005,Karachi
2208,Headphones,1625.73,62,2023-04-11,Store_C,30,Online Payment,100795.26,95755.497,5039.762999999992,Sukkur
2209,Laptop,250.94,18,2022-05-24,Store_B,49,Credit Card,4516.92,4291.074,225.84600000000046,Lahore
2210,Keyboard,1986.49,57,2024-04-14,Store_B,44,Credit Card,113229.93000000001,107568.4335,5661.496500000008,Islamabd
2211,Laptop,1527.03,19,2024-05-27,Store_E,61,Debit Card,29013.57,27562.891499999998,1450.6785000000018,Islamabd
2212,Printer,1616.35,58,2024-07-25,Store_A,63,Cash,93748.29999999999,89060.885,4687.414999999994,Lahore
2213,Headphones,437.38,8,2023-12-18,Store_D,28,Credit Card,3499.04,3324.0879999999997,174.95200000000023,Islamabd
2214,Tablet,611.84,27,2023-03-15,Store_A,71,Credit Card,16519.68,15693.696000000002,825.9839999999986,Sukkur
2215,Mouse,2461.43,65,2024-07-25,Store_C,37,Mobile Payment,159992.94999999998,151993.3025,7999.647499999992,Karachi
2216,Smartphone,628.08,13,2023-02-25,Store_C,49,Online Payment,8165.040000000001,7756.7880000000005,408.2520000000004,Hyderabad
2217,Smartphone,1434.34,39,2024-09-02,Store_C,26,Mobile Payment,55939.259999999995,53142.29699999999,2796.9630000000034,Lahore
2218,Keyboard,2127.66,59,2022-03-30,Store_A,71,Cash,125531.93999999999,119255.343,6276.596999999994,Sukkur
2219,Keyboard,1534.29,35,2024-05-31,Store_C,17,Online Payment,53700.15,51015.142499999994,2685.007500000007,Islamabd
2220,Monitor,2162.02,27,2023-06-03,Store_A,39,Online Payment,58374.54,55455.812999999995,2918.7270000000062,Hyderabad
2221,Tablet,2120.34,3,2023-03-06,Store_B,53,Mobile Payment,6361.02,6042.969,318.0510000000004,Sukkur
2222,Monitor,443.88,50,2022-09-05,Store_D,65,Cash,22194.0,21084.3,1109.7000000000007,Islamabd
2223,Headphones,248.39,72,2024-07-01,Store_C,47,Online Payment,17884.079999999998,16989.876,894.2039999999979,Sukkur
2224,Monitor,1617.21,68,2023-07-24,Store_A,47,Mobile Payment,109970.28,104471.766,5498.513999999996,Lahore
2225,Headphones,2259.42,43,2022-06-26,Store_E,34,Cash,97155.06,92297.307,4857.752999999997,Hyderabad
2226,Monitor,1282.64,71,2023-07-27,Store_C,20,Cash,91067.44,86514.068,4553.372000000003,Karachi
2227,Headphones,1086.12,36,2022-09-06,Store_B,73,Credit Card,39100.31999999999,37145.304,1955.015999999996,Islamabd
2228,Printer,580.57,17,2022-06-11,Store_A,54,Online Payment,9869.69,9376.2055,493.4845000000005,Karachi
2229,Tablet,2088.96,34,2022-02-09,Store_C,77,Online Payment,71024.64,67473.408,3551.2320000000036,Hyderabad
2230,Tablet,556.79,50,2024-05-30,Store_E,62,Credit Card,27839.5,26447.524999999994,1391.9750000000058,Islamabd
2231,Mouse,133.21,52,2024-04-06,Store_A,58,Cash,6926.92,6580.5740000000005,346.34599999999955,Karachi
2232,Monitor,2374.18,38,2022-01-18,Store_A,54,Credit Card,90218.84,85707.898,4510.9419999999955,Islamabd
2233,Mouse,1721.78,7,2023-01-25,Store_C,17,Debit Card,12052.46,11449.837,602.6229999999996,Islamabd
2234,Monitor,1026.71,59,2022-05-09,Store_E,58,Online Payment,60575.89,57547.0955,3028.7944999999963,Karachi
2235,Smartphone,546.94,13,2023-10-28,Store_D,22,Mobile Payment,7110.220000000001,6754.709000000001,355.5110000000004,Sukkur
2236,Laptop,824.89,49,2024-03-03,Store_C,43,Credit Card,40419.61,38398.629499999995,2020.9805000000051,Sukkur
2237,Monitor,1754.02,69,2022-03-18,Store_D,23,Debit Card,121027.38,114976.011,6051.369000000006,Karachi
2238,Monitor,946.96,54,2022-05-19,Store_B,73,Debit Card,51135.840000000004,48579.048,2556.7920000000013,Islamabd
2239,Printer,651.13,11,2022-08-15,Store_B,72,Debit Card,7162.43,6804.308499999999,358.1215000000011,Lahore
2240,Headphones,837.13,29,2022-04-11,Store_A,53,Online Payment,24276.77,23062.9315,1213.8385000000017,Karachi
2241,Headphones,321.61,65,2023-12-13,Store_C,19,Mobile Payment,20904.65,19859.4175,1045.232500000002,Sukkur
2242,Smartphone,1407.34,74,2023-11-14,Store_D,24,Credit Card,104143.15999999999,98936.002,5207.157999999996,Hyderabad
2243,Mouse,1037.28,73,2022-12-15,Store_C,41,Cash,75721.44,71935.368,3786.072,Lahore
2244,Keyboard,207.22,60,2022-11-21,Store_D,75,Cash,12433.2,11811.54,621.6599999999999,Sukkur
2245,Monitor,571.65,47,2024-04-26,Store_D,48,Credit Card,26867.55,25524.1725,1343.3774999999987,Lahore
2246,Headphones,2017.17,39,2022-11-01,Store_B,19,Mobile Payment,78669.63,74736.1485,3933.481500000009,Islamabd
2247,Monitor,597.07,4,2022-05-28,Store_B,50,Cash,2388.28,2268.866,119.41400000000021,Islamabd
2248,Headphones,139.45,49,2022-05-20,Store_E,36,Mobile Payment,6833.049999999999,6491.3975,341.65249999999924,Sukkur
2249,Laptop,2177.83,1,2024-04-30,Store_E,32,Mobile Payment,2177.83,2068.9384999999997,108.89150000000018,Karachi
2250,Keyboard,273.67,22,2022-04-18,Store_C,68,Cash,6020.740000000001,5719.703,301.03700000000026,Sukkur
